=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.06 20:40:06 =~=~=~=~=~=~=~=~=~=~=~=
1.00000000,-0.00714111,0.00085449,0.00036621,1
0.99987793,-0.01342773,0.00354004,-0.00451660,1
0.99981689,-0.01690674,0.00683594,-0.00921631,1
0.99981689,-0.01477051,0.00970459,-0.00628662,1
0.99981689,-0.01550293,0.00793457,-0.00836182,1
0.99981689,-0.01605225,0.00781250,-0.00885010,1
0.76074219,-0.18377686,-0.62237549,-0.01251221,1
0.75811768,-0.18041992,-0.62658691,-0.01043701,1
0.75732422,-0.17755127,-0.62841797,-0.00762939,1
0.75677490,-0.17510986,-0.62976074,-0.00561523,1
0.75885010,-0.16815186,-0.62915039,-0.00073242,1
0.76184082,-0.16351318,-0.62683105,0.00140381,1
0.76489258,-0.16027832,-0.62390137,0.00189209,1
0.76556396,-0.15881348,-0.62341309,-0.00219727,1
0.76745605,-0.15820312,-0.62121582,-0.00469971,1
0.76794434,-0.15960693,-0.62011719,-0.01348877,1
0.77020264,-0.16271973,-0.61621094,-0.02410889,1
0.77331543,-0.16137695,-0.61224365,-0.03295898,1
0.77429199,-0.15399170,-0.61279297,-0.03454590,1
0.77728271,-0.14385986,-0.61175537,-0.02996826,1
0.77691650,-0.12316895,-0.61730957,-0.01525879,1
0.77600098,-0.10998535,-0.62109375,-0.00335693,1
0.77606201,-0.10015869,-0.62261963,0.00622559,1
0.77325439,-0.08850098,-0.62756348,0.01965332,1
0.77117920,-0.07470703,-0.63116455,0.03649902,1
0.76879883,-0.05761719,-0.63439941,0.05590820,1
0.76574707,-0.04565430,-0.63751221,0.07165527,1
0.76190186,-0.02862549,-0.64044189,0.09222412,1
0.75769043,-0.01269531,-0.64300537,0.11096191,1
0.75366211,-0.00042725,-0.64520264,0.12518311,1
0.74810791,0.01745605,-0.64685059,0.14691162,1
0.74218750,0.03192139,-0.64849854,0.16613770,1
0.73657227,0.05261230,-0.64709473,0.18963623,1
0.73095703,0.06994629,-0.64489746,0.21191406,1
0.72515869,0.09051514,-0.64178467,0.23254395,1
0.71978760,0.10723877,-0.64019775,0.24591064,1
0.71496582,0.12933350,-0.63525391,0.26165771,1
0.70928955,0.15057373,-0.63049316,0.27691650,1
0.70556641,0.17071533,-0.62072754,0.29620361,1
0.70068359,0.18762207,-0.61480713,0.30957031,1
0.69549561,0.20489502,-0.60760498,0.32421875,1
0.68646240,0.22314453,-0.60351562,0.33874512,1
0.67919922,0.23876953,-0.59808350,0.35211182,1
0.66699219,0.25946045,-0.59246826,0.36981201,1
0.65478516,0.27911377,-0.58563232,0.38775635,1
0.64239502,0.29663086,-0.58062744,0.40277100,1
0.62585449,0.31805420,-0.57550049,0.41943359,1
0.61279297,0.33770752,-0.56494141,0.43737793,1
0.60009766,0.35534668,-0.55944824,0.44793701,1
0.58929443,0.37219238,-0.54827881,0.46215820,1
0.58062744,0.38629150,-0.53607178,0.47570801,1
0.57263184,0.40161133,-0.52905273,0.48052979,1
0.56756592,0.41400146,-0.52545166,0.48004150,1
0.56250000,0.42449951,-0.52380371,0.47857666,1
0.56036377,0.42926025,-0.52020264,0.48071289,1
0.56060791,0.43212891,-0.52032471,0.47766113,1
0.56298828,0.43469238,-0.52154541,0.47131348,1
0.56665039,0.43377686,-0.52416992,0.46472168,1
0.57281494,0.42956543,-0.52789307,0.45690918,1
0.58135986,0.42132568,-0.53460693,0.44573975,1
0.59179688,0.40972900,-0.54071045,0.43530273,1
0.60296631,0.39831543,-0.54534912,0.42462158,1
0.61950684,0.38226318,-0.55084229,0.40826416,1
0.63378906,0.36517334,-0.55743408,0.39276123,1
0.64477539,0.34997559,-0.56591797,0.37622070,1
0.65716553,0.32928467,-0.57751465,0.35528564,1
0.66809082,0.30682373,-0.59118652,0.33166504,1
0.67663574,0.28759766,-0.60144043,0.31262207,1
0.68896484,0.26354980,-0.61157227,0.28619385,1
0.70251465,0.23760986,-0.61993408,0.25634766,1
0.71203613,0.21447754,-0.62756348,0.23059082,1
0.71710205,0.19677734,-0.63439941,0.21112061,1
0.72302246,0.17486572,-0.64111328,0.18872070,1
0.72796631,0.15252686,-0.64624023,0.17077637,1
0.73419189,0.13061523,-0.64990234,0.14678955,1
0.73712158,0.11450195,-0.65252686,0.13336182,1
0.73913574,0.09710693,-0.65576172,0.11920166,1
0.73919678,0.07916260,-0.66082764,0.10314941,1
0.74273682,0.05786133,-0.66204834,0.08166504,1
0.74401855,0.03277588,-0.66418457,0.06451416,1
0.74566650,0.02148438,-0.66381836,0.05316162,1
0.74487305,0.00634766,-0.66613770,0.03643799,1
0.74530029,-0.01147461,-0.66632080,0.01940918,1
0.74584961,-0.02972412,-0.66540527,0.00421143,1
0.74505615,-0.04663086,-0.66534424,-0.00732422,1
0.74279785,-0.06268311,-0.66607666,-0.02484131,1
0.74279785,-0.08447266,-0.66302490,-0.03936768,1
0.74261475,-0.09808350,-0.66009521,-0.05609131,1
0.74438477,-0.11608887,-0.65332031,-0.07446289,1
0.74273682,-0.13403320,-0.64959717,-0.09155273,1
0.73919678,-0.15203857,-0.64697266,-0.10900879,1
0.73657227,-0.16802979,-0.64410400,-0.11999512,1
0.73199463,-0.18206787,-0.64208984,-0.13677979,1
0.72943115,-0.19592285,-0.63897705,-0.14581299,1
0.72369385,-0.21270752,-0.63677979,-0.15966797,1
0.71630859,-0.22717285,-0.63549805,-0.17724609,1
0.70721436,-0.24291992,-0.63330078,-0.19952393,1
0.69750977,-0.25738525,-0.63208008,-0.21838379,1
0.68713379,-0.27288818,-0.62902832,-0.24011230,1
0.67675781,-0.28729248,-0.62500000,-0.26232910,1
0.66864014,-0.30053711,-0.62036133,-0.27893066,1
0.65679932,-0.31896973,-0.61437988,-0.29888916,1
0.64343262,-0.33837891,-0.60870361,-0.31787109,1
0.62756348,-0.35888672,-0.60412598,-0.33526611,1
0.61712646,-0.37335205,-0.60028076,-0.34552002,1
0.60717773,-0.38934326,-0.59045410,-0.36206055,1
0.59515381,-0.40570068,-0.57720947,-0.38476562,1
0.58563232,-0.42059326,-0.56030273,-0.40771484,1
0.57507324,-0.43255615,-0.54962158,-0.42437744,1
0.56195068,-0.44860840,-0.53735352,-0.44073486,1
0.55010986,-0.46380615,-0.52343750,-0.45642090,1
0.53930664,-0.47595215,-0.51098633,-0.47064209,1
0.52807617,-0.49066162,-0.49273682,-0.48742676,1
0.52026367,-0.50122070,-0.47814941,-0.49951172,1
0.51031494,-0.51281738,-0.46063232,-0.51422119,1
0.50079346,-0.52160645,-0.44433594,-0.52886963,1
0.49114990,-0.52880859,-0.42852783,-0.54357910,1
0.48071289,-0.53619385,-0.41699219,-0.55450439,1
0.46496582,-0.54864502,-0.40295410,-0.56604004,1
0.44818115,-0.56097412,-0.38653564,-0.57879639,1
0.42926025,-0.57104492,-0.36627197,-0.59625244,1
0.41210938,-0.57916260,-0.34899902,-0.61065674,1
0.38903809,-0.59051514,-0.32824707,-0.62622070,1
0.36456299,-0.60308838,-0.30737305,-0.63946533,1
0.34729004,-0.61077881,-0.28912354,-0.65014648,1
0.32348633,-0.61926270,-0.26586914,-0.66424561,1
0.29827881,-0.62786865,-0.24176025,-0.67706299,1
0.28112793,-0.63439941,-0.21881104,-0.68597412,1
0.25921631,-0.64367676,-0.18750000,-0.69519043,1
0.23486328,-0.65069580,-0.15728760,-0.70477295,1
0.21020508,-0.65502930,-0.13671875,-0.71276855,1
0.17822266,-0.66113281,-0.11285400,-0.71997070,1
0.14929199,-0.66741943,-0.09063721,-0.72393799,1
0.12390137,-0.67114258,-0.07220459,-0.72729492,1
0.10382080,-0.67242432,-0.05975342,-0.73040771,1
0.08007812,-0.67163086,-0.04644775,-0.73504639,1
0.05804443,-0.67156982,-0.03509521,-0.73785400,1
0.04327393,-0.67175293,-0.02636719,-0.73901367,1
0.02862549,-0.67211914,-0.01574707,-0.73974609,1
0.01617432,-0.66967773,-0.00323486,-0.74243164,1
0.00384521,-0.66833496,0.01074219,-0.74377441,1
-0.00299072,-0.66522217,0.02154541,-0.74627686,1
-0.01324463,-0.66412354,0.03533936,-0.74670410,1
-0.02313232,-0.66497803,0.04602051,-0.74505615,1
-0.02917480,-0.66375732,0.05255127,-0.74548340,1
-0.04034424,-0.66308594,0.06280518,-0.74481201,1
-0.04962158,-0.66271973,0.07189941,-0.74371338,1
-0.05877686,-0.66387939,0.08294678,-0.74090576,1
-0.06951904,-0.66290283,0.09484863,-0.73937988,1
-0.07855225,-0.65966797,0.10675049,-0.73974609,1
-0.08703613,-0.65838623,0.11828613,-0.73822021,1
-0.09167480,-0.65930176,0.12762451,-0.73522949,1
-0.09655762,-0.66204834,0.13812256,-0.73028564,1
-0.09820557,-0.66046143,0.15216064,-0.72869873,1
-0.10125732,-0.65747070,0.16076660,-0.72912598,1
-0.10058594,-0.65484619,0.16918945,-0.72967529,1
-0.09851074,-0.65283203,0.17510986,-0.73034668,1
-0.08941650,-0.64727783,0.18505859,-0.73400879,1
-0.08074951,-0.64349365,0.18975830,-0.73718262,1
-0.06774902,-0.64007568,0.19207764,-0.74084473,1
-0.05456543,-0.64184570,0.18493652,-0.74218750,1
-0.04071045,-0.64385986,0.17547607,-0.74359131,1
-0.02185059,-0.64727783,0.15838623,-0.74530029,1
-0.00421143,-0.64996338,0.14392090,-0.74621582,1
0.01965332,-0.65270996,0.12396240,-0.74713135,1
0.04565430,-0.65435791,0.10351562,-0.74761963,1
0.07000732,-0.65533447,0.08221436,-0.74755859,1
0.08923340,-0.65319824,0.06347656,-0.74920654,1
0.11212158,-0.64996338,0.03991699,-0.75054932,1
0.13562012,-0.64715576,0.01593018,-0.75000000,1
0.15649414,-0.64471436,-0.00836182,-0.74816895,1
0.17486572,-0.64324951,-0.02935791,-0.74481201,1
0.19732666,-0.63983154,-0.05645752,-0.74060059,1
0.21569824,-0.63623047,-0.08245850,-0.73614502,1
0.23315430,-0.62756348,-0.10632324,-0.73516846,1
0.24859619,-0.61840820,-0.12628174,-0.73474121,1
0.27087402,-0.60821533,-0.15509033,-0.72979736,1
0.29779053,-0.59600830,-0.18737793,-0.72180176,1
0.32031250,-0.58374023,-0.21289062,-0.71508789,1
0.34881592,-0.56781006,-0.24017334,-0.70587158,1
0.36871338,-0.55474854,-0.25964355,-0.69915771,1
0.39141846,-0.54077148,-0.28753662,-0.68676758,1
0.41271973,-0.53283691,-0.31317139,-0.66906738,1
0.44177246,-0.51971436,-0.33697510,-0.64898682,1
0.46130371,-0.50799561,-0.35766602,-0.63342285,1
0.48663330,-0.49249268,-0.38366699,-0.61102295,1
0.51977539,-0.47149658,-0.40844727,-0.58367920,1
0.54681396,-0.45263672,-0.43389893,-0.55480957,1
0.56567383,-0.43762207,-0.45373535,-0.53167725,1
0.58795166,-0.41894531,-0.47473145,-0.50347900,1
0.60827637,-0.39947510,-0.49609375,-0.47357178,1
0.62524414,-0.38061523,-0.51293945,-0.44854736,1
0.64544678,-0.35540771,-0.53265381,-0.41644287,1
0.66601562,-0.32574463,-0.55047607,-0.38385010,1
0.68072510,-0.30096436,-0.56341553,-0.35864258,1
0.69580078,-0.26928711,-0.57879639,-0.32922363,1
0.70501709,-0.24035645,-0.59613037,-0.29968262,1
0.71289062,-0.21667480,-0.60784912,-0.27453613,1
0.72125244,-0.18804932,-0.61944580,-0.24645996,1
0.73150635,-0.15991211,-0.62457275,-0.22174072,1
0.73840332,-0.13970947,-0.62792969,-0.20239258,1
0.74542236,-0.11834717,-0.63134766,-0.17816162,1
0.74877930,-0.09924316,-0.63714600,-0.15332031,1
0.75225830,-0.07611084,-0.64129639,-0.13031006,1
0.75585938,-0.05615234,-0.64245605,-0.11303711,1
0.75891113,-0.03332520,-0.64373779,-0.09240723,1
0.75903320,-0.01007080,-0.64776611,-0.06481934,1
0.75726318,0.01605225,-0.65197754,-0.03436279,1
0.75592041,0.03680420,-0.65356445,-0.00787354,1
0.75103760,0.06286621,-0.65679932,0.02606201,1
0.74517822,0.09033203,-0.65777588,0.06268311,1
0.73791504,0.11346436,-0.65863037,0.09375000,1
0.72753906,0.14288330,-0.65606689,0.14068604,1
0.71417236,0.17248535,-0.65093994,0.19116211,1
0.70556641,0.19604492,-0.64282227,0.22473145,1
0.69372559,0.22381592,-0.63385010,0.25866699,1
0.67938232,0.24792480,-0.62548828,0.29278564,1
0.66308594,0.27166748,-0.61730957,0.32464600,1
0.64978027,0.29132080,-0.60980225,0.34783936,1
0.63470459,0.31927490,-0.59497070,0.37573242,1
0.61816406,0.34826660,-0.57934570,0.40112305,1
0.60455322,0.36920166,-0.56500244,0.42309570,1
0.58770752,0.39306641,-0.54614258,0.44927979,1
0.56921387,0.41448975,-0.52813721,0.47467041,1
0.55029297,0.43377686,-0.51074219,0.49810791,1
0.53466797,0.44824219,-0.49761963,0.51538086,1
0.51556396,0.46411133,-0.48144531,0.53576660,1
0.50109863,0.47601318,-0.46667480,0.55181885,1
0.48376465,0.49035645,-0.44787598,0.57006836,1
0.46539307,0.50378418,-0.42858887,0.58813477,1
0.44732666,0.51416016,-0.41412354,0.60339355,1
0.42321777,0.52899170,-0.39587402,0.61999512,1
0.39660645,0.54724121,-0.37744141,0.63311768,1
0.36889648,0.56726074,-0.35711670,0.64392090,1
0.34674072,0.58111572,-0.33746338,0.65435791,1
0.31945801,0.59680176,-0.31317139,0.66613770,1
0.28955078,0.61187744,-0.29028320,0.67639160,1
0.26300049,0.62451172,-0.27221680,0.68316650,1
0.23358154,0.63568115,-0.24798584,0.69274902,1
0.20617676,0.64215088,-0.22344971,0.70367432,1
0.17492676,0.64709473,-0.19653320,0.71557617,1
0.14819336,0.65136719,-0.17486572,0.72332764,1
0.10888672,0.65728760,-0.14624023,0.73126221,1
0.06585693,0.66290283,-0.11633301,0.73663330,1
0.03320312,0.66656494,-0.09204102,0.73901367,1
-0.00054932,0.66619873,-0.06085205,0.74328613,1
-0.02398682,0.66387939,-0.03747559,0.74652100,1
-0.05377197,0.66107178,-0.01104736,0.74829102,1
-0.08215332,0.65972900,0.01623535,0.74682617,1
-0.10839844,0.65930176,0.04492188,0.74261475,1
-0.13000488,0.65924072,0.06683350,0.73760986,1
-0.15594482,0.65625000,0.09222412,0.73248291,1
-0.17938232,0.65075684,0.11541748,0.72869873,1
-0.20300293,0.64569092,0.13623047,0.72338867,1
-0.22399902,0.64318848,0.15087891,0.71649170,1
-0.24786377,0.63842773,0.17010498,0.70855713,1
-0.26745605,0.63000488,0.18493652,0.70520020,1
-0.28271484,0.62530518,0.19622803,0.70037842,1
-0.30090332,0.62103271,0.21051025,0.69238281,1
-0.31567383,0.61938477,0.22564697,0.68249512,1
-0.32470703,0.61669922,0.23553467,0.67736816,1
-0.33605957,0.61004639,0.24542236,0.67431641,1
-0.34490967,0.60620117,0.25292969,0.67053223,1
-0.34783936,0.60546875,0.25756836,0.66784668,1
-0.34594727,0.60809326,0.26483154,0.66363525,1
-0.34655762,0.60888672,0.26684570,0.66180420,1
-0.34606934,0.61114502,0.26898193,0.65911865,1
-0.34228516,0.61407471,0.26910400,0.65826416,1
-0.33703613,0.61700439,0.26916504,0.65820312,1
-0.33441162,0.61755371,0.26531982,0.66058350,1
-0.33288574,0.61828613,0.26208496,0.66198730,1
-0.32849121,0.62005615,0.25836182,0.66400146,1
-0.32104492,0.62255859,0.25396729,0.66699219,1
-0.31304932,0.62371826,0.24664307,0.67242432,1
-0.29925537,0.62707520,0.23486328,0.67974854,1
-0.28643799,0.63000488,0.21777344,0.68817139,1
-0.27435303,0.63208008,0.20379639,0.69549561,1
-0.25708008,0.63732910,0.18634033,0.70214844,1
