=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.18 13:56:35 =~=~=~=~=~=~=~=~=~=~=~=
0.99206543,0.07763672,-0.03698730,0.09167480,0.99993896,0.01269531,-0.00158691,0.00012207,1
0.99206543,0.07763672,-0.03698730,0.09167480,0.99993896,0.01269531,-0.00158691,0.00012207,1
0.99011230,0.10101318,-0.04010010,0.08886719,0.99951172,0.01849365,0.02362061,0.00469971,1
0.98846436,0.11517334,-0.04284668,0.08837891,0.99884033,0.03070068,0.03729248,0.00067139,1
0.98773193,0.11999512,-0.04534912,0.08929443,0.99871826,0.03729248,0.03387451,0.00231934,1
0.91455078,-0.11315918,-0.36413574,0.13513184,0.99890137,0.03930664,0.02673340,-0.00061035,1
0.91381836,-0.10601807,-0.36700439,0.13769531,0.99877930,0.03631592,0.03063965,0.01403809,1
0.91448975,-0.10241699,-0.36590576,0.13928223,0.99816895,0.03808594,0.03814697,0.02764893,1
0.91656494,-0.09545898,-0.36242676,0.13964844,0.99700928,0.03405762,0.05340576,0.04406738,1
0.92022705,-0.09283447,-0.35235596,0.14270020,0.99627686,0.01812744,0.06036377,0.05908203,1
0.92462158,-0.08990479,-0.34082031,0.14453125,0.99212646,0.00280762,0.04254150,0.11785889,1
0.92749023,-0.09057617,-0.33331299,0.14276123,0.98913574,0.00958252,0.03295898,0.14294434,1
0.92950439,-0.09082031,-0.32891846,0.13977051,0.98883057,-0.01202393,0.04791260,0.14056396,1
0.93048096,-0.09191895,-0.32739258,0.13629150,0.99084473,-0.02923584,0.06298828,0.11560059,1
0.93151855,-0.09100342,-0.32623291,0.13256836,0.99328613,-0.04919434,0.05010986,0.09179688,1
0.93206787,-0.08801270,-0.32666016,0.12951660,0.99462891,-0.05041504,0.03961182,0.08142090,1
0.93218994,-0.08697510,-0.32757568,0.12713623,0.99346924,-0.07220459,0.02612305,0.08441162,1
0.93243408,-0.08709717,-0.32647705,0.12786865,0.98968506,-0.06604004,-0.01483154,0.12622070,1
0.93292236,-0.08587646,-0.32531738,0.12817383,0.98107910,-0.06726074,-0.04614258,0.17547607,1
0.93225098,-0.08642578,-0.32714844,0.12829590,0.97662354,-0.06787109,-0.06109619,0.19445801,1
0.93176270,-0.08612061,-0.32830811,0.12915039,0.97290039,-0.07977295,-0.06414795,0.20739746,1
0.93145752,-0.08776855,-0.32800293,0.13061523,0.97253418,-0.08703613,-0.05584717,0.20849609,1
0.93127441,-0.09130859,-0.32696533,0.13232422,0.97167969,-0.09710693,-0.04388428,0.21099854,1
0.93176270,-0.09765625,-0.32324219,0.13348389,0.97259521,-0.09216309,-0.03533936,0.21063232,1
