=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.18 13:50:11 =~=~=~=~=~=~=~=~=~=~=~=
0.99908447,-0.02703857,-0.03076172,0.00964355,0.99993896,0.00256348,-0.00933838,-0.00085449,0
0.99908447,-0.02703857,-0.03076172,0.00964355,0.99993896,0.00256348,-0.00933838,-0.00085449,0
0.99908447,-0.02947998,-0.02978516,0.01165771,0.99987793,0.00598145,-0.01196289,-0.00347900,0
0.99877930,-0.03448486,-0.03167725,0.01489258,0.99975586,0.00915527,-0.01757812,-0.00817871,0
0.99871826,-0.03643799,-0.03002930,0.01849365,0.99951172,0.00848389,-0.02685547,-0.01324463,0
0.99829102,-0.04028320,-0.03350830,0.02551270,0.99896240,0.01831055,-0.03692627,-0.01885986,0
0.99804688,-0.04125977,-0.03692627,0.02984619,0.99804688,0.02734375,-0.04754639,-0.02917480,0
0.99786377,-0.04083252,-0.04046631,0.03149414,0.99743652,0.03393555,-0.05224609,-0.03442383,0
0.99774170,-0.03643799,-0.04431152,0.03454590,0.99682617,0.04571533,-0.05462646,-0.03558350,0
0.99749756,-0.03485107,-0.04736328,0.03912354,0.99609375,0.05590820,-0.05999756,-0.03259277,0
0.99707031,-0.03485107,-0.04949951,0.04650879,0.99316406,-0.09790039,-0.06140137,-0.01599121,0
0.99633789,-0.03448486,-0.05206299,0.05883789,0.99304199,-0.09985352,-0.06243896,-0.00488281,0
0.99523926,-0.03283691,-0.05426025,0.07434082,0.99267578,-0.10211182,-0.06329346,0.01165771,0
0.99346924,-0.03057861,-0.05615234,0.09436035,0.99224854,-0.10009766,-0.06512451,0.03485107,0
0.99090576,-0.02886963,-0.05773926,0.11810303,0.99078369,-0.10028076,-0.06823730,0.06036377,0
0.98693848,-0.02630615,-0.05944824,0.14758301,0.98834229,-0.10089111,-0.07122803,0.08929443,0
0.98254395,-0.02398682,-0.06091309,0.17401123,0.98449707,-0.09906006,-0.07336426,0.12487793,0
0.97723389,-0.02044678,-0.06262207,0.20178223,0.97961426,-0.09954834,-0.07586670,0.15716553,0
0.96905518,-0.01855469,-0.06207275,0.23815918,0.97369385,-0.10040283,-0.08013916,0.18823242,0
0.96093750,-0.01776123,-0.06353760,0.26885986,0.96643066,-0.09686279,-0.08239746,0.22314453,0
0.95196533,-0.01544189,-0.06579590,0.29858398,0.95886230,-0.09484863,-0.08325195,0.25427246,0
0.94067383,-0.01019287,-0.06652832,0.33251953,0.95007324,-0.09533691,-0.08612061,0.28430176,0
